Job,Step,Susciptable,Exposed,Infected,Recovered,Death,Total_vibrio_Cholerae
0,120,4000,0,0,0,0,0.0
0,121,4000,0,0,0,0,0.0
0,122,4000,0,0,0,0,0.0
0,123,4000,0,0,0,0,0.0
0,124,4000,0,0,0,0,0.0
0,125,4000,0,0,0,0,0.0
0,126,4000,0,0,0,0,0.0
0,127,4000,0,0,0,0,0.0
0,128,4000,0,0,0,0,0.0
0,129,4000,0,0,0,0,0.0
0,130,4000,0,0,0,0,0.0
0,131,4000,0,0,0,0,0.0
0,132,4000,0,0,0,0,0.0
0,133,4000,0,0,0,0,0.0
0,134,4000,0,0,0,0,0.0
0,135,4000,0,0,0,0,0.0
0,136,4000,0,0,0,0,0.0
0,137,4000,0,0,0,0,0.0
0,138,4000,0,0,0,0,0.0
0,139,4000,0,0,0,0,0.0
0,140,4000,0,0,0,0,0.0
0,141,4000,0,0,0,0,0.0
0,142,4000,0,0,0,0,0.0
0,143,4000,0,0,0,0,0.0
0,144,4000,0,0,0,0,0.0
0,145,4000,0,0,0,0,0.0
0,146,4000,0,0,0,0,0.0
0,147,4000,0,0,0,0,0.0
0,148,4000,0,0,0,0,0.0
0,149,4000,0,0,0,0,0.0
0,150,4000,0,0,0,0,0.0
0,151,4000,0,0,0,0,0.0
0,152,4000,0,0,0,0,0.0
0,153,4000,0,0,0,0,0.0
0,154,4000,0,0,0,0,0.0
0,155,4000,0,0,0,0,0.0
0,156,4000,0,0,0,0,0.0
0,157,4000,0,0,0,0,0.0
0,158,4000,0,0,0,0,0.0
0,159,4000,0,0,0,0,0.0
0,160,4000,0,0,0,0,0.0
0,161,4000,0,0,0,0,0.0
0,162,4000,0,0,0,0,0.0
0,163,4000,0,0,0,0,0.0
0,164,4000,0,0,0,0,0.0
0,165,4000,0,0,0,0,0.0
0,166,4000,0,0,0,0,0.0
0,167,4000,0,0,0,0,0.0
0,168,4000,0,0,0,0,0.0
0,169,4000,0,0,0,0,0.0
0,170,4000,0,0,0,0,0.0
0,171,4000,0,0,0,0,0.0
0,172,4000,0,0,0,0,0.0
0,173,4000,0,0,0,0,0.0
0,174,4000,0,0,0,0,0.0
0,175,4000,0,0,0,0,0.0
0,176,4000,0,0,0,0,0.0
0,177,4000,0,0,0,0,0.0
0,178,4000,0,0,0,0,0.0
0,179,4000,0,0,0,0,0.0
0,180,4000,0,0,0,0,0.0
0,181,4000,0,0,0,0,0.0
0,182,4000,0,0,0,0,0.0
0,183,4000,0,0,0,0,0.0
0,184,4000,0,0,0,0,0.0
0,185,4000,0,0,0,0,0.0
0,186,4000,0,0,0,0,0.0
0,187,4000,0,0,0,0,0.0
0,188,4000,0,0,0,0,0.0
0,189,4000,0,0,0,0,0.0
0,190,4000,0,0,0,0,0.0
0,191,4000,0,0,0,0,0.0
0,192,4000,0,0,0,0,0.0
0,193,4000,0,0,0,0,0.0
0,194,4000,0,0,0,0,0.0
0,195,4000,0,0,0,0,0.0
0,196,4000,0,0,0,0,0.0
0,197,4000,0,0,0,0,0.0
0,198,4000,0,0,0,0,0.0
0,199,4000,0,0,0,0,0.0
0,200,4000,0,0,0,0,0.0
0,201,4000,0,0,0,0,0.0
0,202,4000,0,0,0,0,0.0
0,203,4000,0,0,0,0,0.0
0,204,4000,0,0,0,0,0.0
0,205,4000,0,0,0,0,0.0
0,206,4000,0,0,0,0,0.0
0,207,4000,0,0,0,0,0.0
0,208,4000,0,0,0,0,0.0
0,209,4000,0,0,0,0,0.0
0,210,4000,0,0,0,0,0.0
0,211,4000,0,0,0,0,0.0
0,212,4000,0,0,0,0,0.0
0,213,4000,0,0,0,0,0.0
0,214,4000,0,0,0,0,0.0
0,215,4000,0,0,0,0,0.0
0,216,4000,0,0,0,0,0.0
0,217,4000,0,0,0,0,0.0
0,218,4000,0,0,0,0,0.0
0,219,4000,0,0,0,0,0.0
0,220,4000,0,0,0,0,0.0
0,221,4000,0,0,0,0,0.0
0,222,4000,0,0,0,0,0.0
0,223,4000,0,0,0,0,0.0
0,224,4000,0,0,0,0,0.0
0,225,4000,0,0,0,0,0.0
0,226,4000,0,0,0,0,0.0
0,227,4000,0,0,0,0,0.0
0,228,4000,0,0,0,0,0.0
0,229,4000,0,0,0,0,0.0
0,230,4000,0,0,0,0,0.0
0,231,4000,0,0,0,0,0.0
0,232,4000,0,0,0,0,0.0
0,233,4000,0,0,0,0,0.0
0,234,4000,0,0,0,0,0.0
0,235,4000,0,0,0,0,0.0
0,236,4000,0,0,0,0,0.0
0,237,4000,0,0,0,0,0.0
0,238,4000,0,0,0,0,0.0
0,239,4000,0,0,0,0,0.0
0,240,4000,0,0,0,0,0.0
0,241,4000,0,0,0,0,0.0
0,242,4000,0,0,0,0,0.0
0,243,4000,0,0,0,0,0.0
0,244,4000,0,0,0,0,0.0
0,245,4000,0,0,0,0,0.0
0,246,4000,0,0,0,0,0.0
0,247,4000,0,0,0,0,0.0
0,248,4000,0,0,0,0,0.0
0,249,4000,0,0,0,0,0.0
0,250,4000,0,0,0,0,0.0
0,251,4000,0,0,0,0,0.0
0,252,4000,0,0,0,0,0.0
0,253,4000,0,0,0,0,0.0
0,254,4000,0,0,0,0,0.0
0,255,4000,0,0,0,0,0.0
0,256,4000,0,0,0,0,0.0
0,257,4000,0,0,0,0,0.0
0,258,4000,0,0,0,0,0.0
0,259,4000,0,0,0,0,0.0
0,260,4000,0,0,0,0,0.0
0,261,4000,0,0,0,0,0.0
0,262,4000,0,0,0,0,0.0
0,263,4000,0,0,0,0,0.0
0,264,4000,0,0,0,0,0.0
0,265,4000,0,0,0,0,0.0
0,266,4000,0,0,0,0,0.0
0,267,4000,0,0,0,0,0.0
0,268,4000,0,0,0,0,0.0
0,269,4000,0,0,0,0,0.0
0,270,4000,0,0,0,0,0.0
0,271,4000,0,0,0,0,0.0
0,272,4000,0,0,0,0,0.0
0,273,4000,0,0,0,0,0.0
0,274,4000,0,0,0,0,0.0
0,275,4000,0,0,0,0,0.0
0,276,4000,0,0,0,0,0.0
0,277,4000,0,0,0,0,0.0
0,278,4000,0,0,0,0,0.0
0,279,4000,0,0,0,0,0.0
0,280,4000,0,0,0,0,0.0
0,281,4000,0,0,0,0,0.0
0,282,4000,0,0,0,0,0.0
0,283,4000,0,0,0,0,0.0
0,284,4000,0,0,0,0,0.0
0,285,4000,0,0,0,0,0.0
0,286,4000,0,0,0,0,0.0
0,287,4000,0,0,0,0,0.0
0,288,4000,0,0,0,0,0.0
0,289,4000,0,0,0,0,0.0
0,290,4000,0,0,0,0,0.0
0,291,4000,0,0,0,0,0.0
0,292,4000,0,0,0,0,0.0
0,293,4000,0,0,0,0,0.0
0,294,4000,0,0,0,0,0.0
0,295,4000,0,0,0,0,0.0
0,296,4000,0,0,0,0,0.0
0,297,4000,0,0,0,0,0.0
0,298,4000,0,0,0,0,0.0
0,299,4000,0,0,0,0,0.0
0,300,4000,0,0,0,0,0.0
0,301,4000,0,0,0,0,0.0
0,302,4000,0,0,0,0,0.0
0,303,4000,0,0,0,0,0.0
0,304,4000,0,0,0,0,0.0
0,305,4000,0,0,0,0,0.0
0,306,4000,0,0,0,0,0.0
0,307,4000,0,0,0,0,0.0
0,308,4000,0,0,0,0,0.0
0,309,4000,0,0,0,0,0.0
0,310,4000,0,0,0,0,0.0
0,311,4000,0,0,0,0,0.0
0,312,4000,0,0,0,0,0.0
0,313,4000,0,0,0,0,0.0
0,314,4000,0,0,0,0,0.0
0,315,4000,0,0,0,0,0.0
0,316,4000,0,0,0,0,0.0
0,317,4000,0,0,0,0,0.0
0,318,4000,0,0,0,0,0.0
0,319,4000,0,0,0,0,0.0
0,320,4000,0,0,0,0,0.0
0,321,4000,0,0,0,0,0.0
0,322,4000,0,0,0,0,0.0
0,323,4000,0,0,0,0,0.0
0,324,4000,0,0,0,0,0.0
0,325,4000,0,0,0,0,0.0
0,326,4000,0,0,0,0,0.0
0,327,4000,0,0,0,0,0.0
0,328,4000,0,0,0,0,0.0
0,329,4000,0,0,0,0,0.0
0,330,4000,0,0,0,0,0.0
0,331,4000,0,0,0,0,0.0
0,332,4000,0,0,0,0,0.0
0,333,4000,0,0,0,0,0.0
0,334,4000,0,0,0,0,0.0
0,335,4000,0,0,0,0,0.0
0,336,4000,0,0,0,0,0.0
0,337,4000,0,0,0,0,0.0
0,338,4000,0,0,0,0,0.0
0,339,4000,0,0,0,0,0.0
0,340,4000,0,0,0,0,0.0
0,341,4000,0,0,0,0,0.0
0,342,4000,0,0,0,0,0.0
0,343,4000,0,0,0,0,0.0
0,344,4000,0,0,0,0,0.0
0,345,4000,0,0,0,0,0.0
0,346,4000,0,0,0,0,0.0
0,347,4000,0,0,0,0,0.0
0,348,4000,0,0,0,0,0.0
0,349,4000,0,0,0,0,0.0
0,350,4000,0,0,0,0,0.0
0,351,4000,0,0,0,0,0.0
0,352,4000,0,0,0,0,0.0
0,353,4000,0,0,0,0,0.0
0,354,4000,0,0,0,0,0.0
0,355,4000,0,0,0,0,0.0
0,356,4000,0,0,0,0,0.0
0,357,4000,0,0,0,0,0.0
0,358,4000,0,0,0,0,0.0
0,359,4000,0,0,0,0,0.0
0,360,4000,0,0,0,0,0.0
0,361,4000,0,0,0,0,0.0
0,362,4000,0,0,0,0,0.0
0,363,4000,0,0,0,0,0.0
0,364,4000,0,0,0,0,0.0
0,365,4000,0,0,0,0,0.0
0,366,4000,0,0,0,0,0.0
0,367,4000,0,0,0,0,0.0
0,368,4000,0,0,0,0,0.0
0,369,4000,0,0,0,0,0.0
0,370,4000,0,0,0,0,0.0
0,371,4000,0,0,0,0,0.0
0,372,4000,0,0,0,0,0.0
0,373,4000,0,0,0,0,0.0
0,374,4000,0,0,0,0,0.0
0,375,4000,0,0,0,0,0.0
0,376,4000,0,0,0,0,0.0
0,377,4000,0,0,0,0,0.0
0,378,4000,0,0,0,0,0.0
0,379,4000,0,0,0,0,0.0
0,380,4000,0,0,0,0,0.0
0,381,4000,0,0,0,0,0.0
0,382,4000,0,0,0,0,0.0
0,383,4000,0,0,0,0,3000.0
0,384,4000,0,0,0,0,7000.0
0,385,4000,0,0,0,0,7000.0
0,386,4000,0,0,0,0,14000.0
0,387,4000,0,0,0,0,14000.0
0,388,4000,0,0,0,0,30000.0
0,389,4000,0,0,0,0,38000.0
0,390,4000,0,0,0,0,44000.0
0,391,4000,0,0,0,0,44000.0
0,392,4000,0,0,0,0,60000.0
0,393,4000,0,0,0,0,60000.0
0,394,4000,0,0,0,0,67000.0
0,395,4000,0,0,0,0,78000.0
0,396,4000,0,0,0,0,92000.0
0,397,4000,0,0,0,0,124000.0
0,398,4000,0,0,0,0,124000.0
0,399,4000,0,0,0,0,150000.0
0,400,4000,0,0,0,0,172000.0
0,401,4000,0,0,0,0,172000.0
0,402,4000,0,0,0,0,197000.0
0,403,4000,0,0,0,0,197000.0
0,404,4000,0,0,0,0,236000.0
0,405,4000,0,0,0,0,249000.0
0,406,4000,0,0,0,0,249000.0
0,407,4000,0,0,0,0,293000.0
0,408,4000,0,0,0,0,313000.0
0,409,4000,0,0,0,0,330000.0
0,410,4000,0,0,0,0,330000.0
0,411,4000,0,0,0,0,348000.0
0,412,4000,0,0,0,0,366000.0
0,413,4000,0,0,0,0,401000.0
0,414,4000,0,0,0,0,415000.0
0,415,4000,0,0,0,0,434000.0
0,416,4000,0,0,0,0,434000.0
0,417,4000,0,0,0,0,450000.0
0,418,4000,0,0,0,0,483000.0
0,419,4000,0,0,0,0,500000.0
0,420,4000,0,0,0,0,512000.0
0,421,4000,0,0,0,0,522000.0
0,422,4000,0,0,0,0,522000.0
0,423,4000,0,0,0,0,537000.0
0,424,4000,0,0,0,0,547000.0
0,425,4000,0,0,0,0,554000.0
0,426,4000,0,0,0,0,576000.0
0,427,4000,0,0,0,0,576000.0
0,428,4000,0,0,0,0,619714.7299215507
0,429,4000,0,0,0,0,626714.7299215507
0,430,4000,0,0,0,0,639714.7299215507
0,431,4000,0,0,0,0,652714.7299215507
0,432,4000,0,0,0,0,665714.7299215507
0,433,4000,0,0,0,0,672714.7299215507
0,434,4000,0,0,0,0,683714.7299215507
0,435,4000,0,0,0,0,683714.7299215507
0,436,4000,0,0,0,0,694714.7299215507
0,437,4000,0,0,0,0,698714.7299215507
0,438,4000,0,0,0,0,698714.7299215507
0,439,4000,0,0,0,0,710714.7299215507
0,440,4000,0,0,0,0,714714.7299215507
0,441,4000,0,0,0,0,721714.7299215507
0,442,4000,0,0,0,0,737714.7299215507
0,443,4000,0,0,0,0,743714.7299215507
0,444,4000,0,0,0,0,751714.7299215507
0,445,4000,0,0,0,0,751714.7299215507
0,446,4000,0,0,0,0,760714.7299215507
0,447,4000,0,0,0,0,772714.7299215507
0,448,4000,0,0,0,0,778714.7299215507
0,449,4000,0,0,0,0,786714.7299215507
0,450,4000,0,0,0,0,792714.7299215507
0,451,4000,0,0,0,0,792714.7299215507
0,452,4000,0,0,0,0,808714.7299215507
0,453,4000,0,0,0,0,808714.7299215507
0,454,4000,0,0,0,0,813714.7299215507
0,455,4000,0,0,0,0,827714.7299215507
0,456,4000,0,0,0,0,833714.7299215507
0,457,4000,0,0,0,0,833714.7299215507
0,458,4000,0,0,0,0,843714.7299215507
0,459,4000,0,0,0,0,843714.7299215507
0,460,4000,0,0,0,0,857714.7299215507
0,461,4000,0,0,0,0,861714.7299215507
0,462,4000,0,0,0,0,867714.7299215507
0,463,4000,0,0,0,0,871714.7299215507
0,464,4000,0,0,0,0,871714.7299215507
0,465,4000,0,0,0,0,881714.7299215507
0,466,4000,0,0,0,0,881714.7299215507
0,467,4000,0,0,0,0,888714.7299215507
0,468,4000,0,0,0,0,890714.7299215507
0,469,4000,0,0,0,0,898714.7299215507
0,470,4000,0,0,0,0,908714.7299215507
0,471,4000,0,0,0,0,908714.7299215507
0,472,4000,0,0,0,0,920714.7299215507
0,473,4000,0,0,0,0,920714.7299215507
0,474,4000,0,0,0,0,924714.7299215507
0,475,4000,0,0,0,0,929714.7299215507
0,476,4000,0,0,0,0,937714.7299215507
0,477,4000,0,0,0,0,942714.7299215507
0,478,4000,0,0,0,0,942714.7299215507
0,479,4000,0,0,0,0,952714.7299215507
0,480,4000,0,0,0,0,959714.7299215507
0,481,4000,0,0,0,0,963714.7299215507
0,482,4000,0,0,0,0,969714.7299215507
0,483,4000,0,0,0,0,969714.7299215507
0,484,4000,0,0,0,0,974714.7299215507
0,485,4000,0,0,0,0,982714.7299215507
0,486,4000,0,0,0,0,982714.7299215507
0,487,4000,0,0,0,0,985714.7299215507
0,488,4000,0,0,0,0,988714.7299215507
0,489,4000,0,0,0,0,994714.7299215507
0,490,4000,0,0,0,0,996714.7299215507
0,491,4000,0,0,0,0,1003714.7299215507
0,492,4000,0,0,0,0,1003714.7299215507
0,493,4000,0,0,0,0,1009948.3325933451
0,494,4000,0,0,0,0,1009948.3325933451
0,495,4000,0,0,0,0,1019948.3325933451
0,496,4000,0,0,0,0,1023948.3325933451
0,497,4000,0,0,0,0,1023948.3325933451
0,498,4000,0,0,0,0,1025948.3325933451
0,499,4000,0,0,0,0,1032948.3325933451
0,500,4000,0,0,0,0,1038948.3325933451
0,501,4000,0,0,0,0,1042948.3325933451
0,502,4000,0,0,0,0,1050948.332593345
0,503,4000,0,0,0,0,1055948.332593345
0,504,4000,0,0,0,0,1060948.332593345
0,505,4000,0,0,0,0,1060948.332593345
0,506,4000,0,0,0,0,1065948.332593345
0,507,4000,0,0,0,0,1065948.332593345
0,508,4000,0,0,0,0,1069948.332593345
0,509,4000,0,0,0,0,1075948.332593345
0,510,4000,0,0,0,0,1077948.332593345
0,511,4000,0,0,0,0,1083948.332593345
0,512,4000,0,0,0,0,1089948.332593345
0,513,4000,0,0,0,0,1093948.332593345
0,514,4000,0,0,0,0,1095948.332593345
0,515,4000,0,0,0,0,1095948.332593345
0,516,4000,0,0,0,0,1104948.332593345
0,517,4000,0,0,0,0,1104948.332593345
0,518,4000,0,0,0,0,1111948.332593345
0,519,4000,0,0,0,0,1116948.332593345
0,520,4000,0,0,0,0,1116948.332593345
0,521,4000,0,0,0,0,1121948.332593345
0,522,4000,0,0,0,0,1121948.332593345
0,523,4000,0,0,0,0,1122948.332593345
0,524,4000,0,0,0,0,1128948.332593345
0,525,4000,0,0,0,0,1131948.332593345
0,526,4000,0,0,0,0,1131948.332593345
0,527,4000,0,0,0,0,1135948.332593345
0,528,4000,0,0,0,0,1137948.332593345
0,529,4000,0,0,0,0,1137948.332593345
0,530,4000,0,0,0,0,1143948.332593345
0,531,4000,0,0,0,0,1150948.332593345
0,532,4000,0,0,0,0,1153948.332593345
0,533,4000,0,0,0,0,1162896.4680081739
0,534,4000,0,0,0,0,1169896.4680081739
0,535,4000,0,0,0,0,1171896.4680081739
0,536,4000,0,0,0,0,1173896.4680081739
0,537,4000,0,0,0,0,1173896.4680081739
0,538,4000,0,0,0,0,1175896.4680081739
0,539,4000,0,0,0,0,1175896.4680081739
0,540,4000,0,0,0,0,1176896.4680081739
0,541,4000,0,0,0,0,1182896.4680081739
0,542,4000,0,0,0,0,1182896.4680081739
0,543,4000,0,0,0,0,1184896.4680081739
0,544,4000,0,0,0,0,1185896.4680081739
0,545,4000,0,0,0,0,1185896.4680081739
0,546,4000,0,0,0,0,1186896.4680081739
0,547,4000,0,0,0,0,1187896.4680081739
0,548,4000,0,0,0,0,1187896.4680081739
0,549,4000,0,0,0,0,1187896.4680081739
0,550,4000,0,0,0,0,1192896.4680081739
0,551,4000,0,0,0,0,1192896.4680081739
0,552,4000,0,0,0,0,1195896.4680081739
0,553,4000,0,0,0,0,1196896.4680081739
0,554,4000,0,0,0,0,1196896.4680081739
0,555,4000,0,0,0,0,1196896.4680081739
0,556,4000,0,0,0,0,1201896.4680081739
0,557,4000,0,0,0,0,1202896.4680081739
0,558,4000,0,0,0,0,1202896.4680081739
0,559,4000,0,0,0,0,1203896.4680081739
0,560,4000,0,0,0,0,1203896.4680081739
0,561,4000,0,0,0,0,1206896.4680081739
0,562,4000,0,0,0,0,1206896.4680081739
0,563,4000,0,0,0,0,1207896.4680081739
0,564,4000,0,0,0,0,1209896.4680081739
0,565,4000,0,0,0,0,1212896.4680081739
0,566,4000,0,0,0,0,1217896.4680081739
0,567,4000,0,0,0,0,1221896.4680081739
0,568,4000,0,0,0,0,1221896.4680081739
0,569,4000,0,0,0,0,1223896.4680081739
0,570,4000,0,0,0,0,1223896.4680081739
0,571,4000,0,0,0,0,1226896.4680081739
0,572,4000,0,0,0,0,1229896.4680081739
0,573,4000,0,0,0,0,1230896.4680081739
0,574,4000,0,0,0,0,1230896.4680081739
0,575,4000,0,0,0,0,1230896.4680081739
0,576,4000,0,0,0,0,1236896.4680081739
0,577,4000,0,0,0,0,1239896.4680081739
0,578,4000,0,0,0,0,1239896.4680081739
0,579,4000,0,0,0,0,1242896.4680081739
0,580,4000,0,0,0,0,1242896.4680081739
0,581,4000,0,0,0,0,1243896.4680081739
0,582,4000,0,0,0,0,1245896.4680081739
0,583,4000,0,0,0,0,1245896.4680081739
0,584,4000,0,0,0,0,1250896.4680081739
0,585,4000,0,0,0,0,1250896.4680081739
0,586,4000,0,0,0,0,1251896.4680081739
0,587,4000,0,0,0,0,1253896.4680081739
0,588,4000,0,0,0,0,1253896.4680081739
0,589,4000,0,0,0,0,1254896.4680081739
0,590,4000,0,0,0,0,1255896.4680081739
0,591,4000,0,0,0,0,1258896.4680081739
0,592,4000,0,0,0,0,1258896.4680081739
0,593,4000,0,0,0,0,1259896.4680081739
0,594,4000,0,0,0,0,1263896.4680081739
0,595,4000,0,0,0,0,1265896.4680081739
0,596,4000,0,0,0,0,1267896.4680081739
0,597,4000,0,0,0,0,1270896.4680081739
0,598,4000,0,0,0,0,1272896.4680081739
0,599,4000,0,0,0,0,1274896.4680081739
0,600,4000,0,0,0,0,1274896.4680081739
0,601,4000,0,0,0,0,1276896.4680081739
0,602,4000,0,0,0,0,1276896.4680081739
0,603,4000,0,0,0,0,1279896.4680081739
0,604,4000,0,0,0,0,1279896.4680081739
0,605,4000,0,0,0,0,1279896.4680081739
0,606,4000,0,0,0,0,1279896.4680081739
0,607,4000,0,0,0,0,1279896.4680081739
0,608,4000,0,0,0,0,1279896.4680081739
0,609,4000,0,0,0,0,1280896.4680081739
0,610,4000,0,0,0,0,1281896.4680081739
0,611,4000,0,0,0,0,1285896.4680081739
0,612,4000,0,0,0,0,1285896.4680081739
0,613,4000,0,0,0,0,1287896.4680081739
0,614,4000,0,0,0,0,1287896.4680081739
0,615,4000,0,0,0,0,1291896.4680081739
0,616,4000,0,0,0,0,1292896.4680081739
0,617,4000,0,0,0,0,1292896.4680081739
0,618,4000,0,0,0,0,1295896.4680081739
0,619,4000,0,0,0,0,1297896.4680081739
0,620,4000,0,0,0,0,1298896.4680081739
0,621,4000,0,0,0,0,1301896.4680081739
